L,b,h,E,rho,damping_ratio,force_amplitude,excitation_frequency,observation_point,simulation_time,time_step,number_of_modes,f1,f2,f3,f4,peak_displacement,rms_displacement,sample_id,source_split,original_excitation_frequency,frequency_ratio_target,distance_from_resonance,resonance_test_region,first_natural_frequency,modal_stiffness,modal_mass,frequency_ratio,resonance_proximity
2.8373292301225903,0.0349204797221704,0.0182983687049941,183901788270.9193,7859.379268235059,0.0402277169775103,6.1846015705990185,2.3196189184385356,0.65,2.0,0.002,4.0,4.985641154304428,19.942564617217712,44.87077038873985,79.77025846887085,0.0023006031034014107,0.0012946867919728644,35,train,5.444133914212492,0.465259902718,0.534740097282,seen_off_resonance,4.985641154304428,6991.370677990986,7.124601186395853,0.46525990271800005,0.534740097282
1.9408090718658324,0.0479612688331331,0.0157538929014374,219651463019.43457,7611.144940694498,0.0228211947708246,8.581502592342071,3.8907379233146715,0.65,2.0,0.002,4.0,10.188108692037211,40.752434768148845,91.6929782283349,163.00973907259538,0.0006405795954126812,0.000346483776067338,36,train,13.512021639138748,0.38189010746966034,0.6181098925303397,seen_off_resonance,10.188108692037211,22868.002913594235,5.580606016406939,0.38189010746966034,0.6181098925303397
2.9593135452220576,0.0468581673124876,0.018235522529718,218071510546.26025,7779.748176060085,0.0239161178339452,8.944908927832966,6.328654825414886,0.65,2.0,0.002,4.0,4.998989201096813,19.99595680438725,44.99090280987132,79.983827217549,0.005017279105557562,0.0022235982645864667,37,train,1.3118722457877574,1.2659868967163073,0.26598689671630726,seen_off_resonance,4.998989201096813,9704.075587786168,9.836260837764621,1.2659868967163073,0.26598689671630726
1.0468416774522604,0.0276430673440384,0.0175350184242006,198227358066.88766,7716.648590803829,0.0399047027730508,7.955114617166657,19.03691166087672,0.65,2.0,0.002,4.0,36.77400289387386,147.09601157549545,330.9660260448648,588.3840463019818,7.666527556321611e-05,4.365650081255437e-05,38,train,31.32736244005344,0.5176730886712377,0.48232691132876226,seen_off_resonance,36.77400289387386,104523.45076437508,1.9578174302248599,0.5176730886712377,0.48232691132876226
1.9779522591479517,0.030678967359457,0.0163067744649828,189837355220.49783,7701.283367396677,0.0099150057203134,7.23400392394233,14.429716233072893,0.65,2.0,0.002,4.0,9.38371900088276,37.53487600353104,84.45347100794484,150.13950401412416,0.0010750038917399223,0.0004382172940095148,39,train,6.873764989878391,1.5377395925555144,0.5377395925555144,seen_off_resonance,9.38371900088276,13245.472030617573,3.810287226509561,1.5377395925555144,0.5377395925555144
2.1790240615781924,0.0547657792832924,0.0097369635425146,218494047117.7169,7854.208524231222,0.0466877248988231,3.0758972647538947,5.94435178167307,0.65,2.0,0.002,4.0,4.9045293405509565,19.618117362203826,44.14076406495861,78.4724694488153,0.00296022293909863,0.0014226099350345247,40,train,5.852307598088762,1.212012686421263,0.21201268642126303,seen_off_resonance,4.9045293405509565,4333.329206028718,4.563176563227674,1.212012686421263,0.21201268642126303
1.9398329530464875,0.0520503586539659,0.0181111580724928,191293244870.43988,7698.36807366242,0.0054105578254426,7.410957179442378,19.2099562867526,0.65,2.0,0.002,4.0,10.879208270697184,43.516833082788736,97.91287443627466,174.06733233115494,0.000314252081012302,0.00013473401539158586,41,train,15.640539320092763,1.7657494744809723,0.7657494744809723,seen_off_resonance,10.879208270697184,32889.500266947594,7.0388701912324585,1.7657494744809723,0.7657494744809723
2.837820908962748,0.0670025108064856,0.0140546418241235,185078481112.13837,7728.049139420536,0.0185306820670878,6.436466688914912,6.12041942253696,0.65,2.0,0.002,4.0,3.872773462365935,15.49109384946374,34.85496116129341,61.96437539785496,0.002730492453146572,0.0011737116071146429,42,train,4.872589257221572,1.5803711428031488,0.5803711428031488,seen_off_resonance,3.872773462365935,6114.200093736148,10.326085656216724,1.5803711428031488,0.5803711428031488
2.118984624512861,0.0607636205119646,0.0135799476158264,209055670907.63492,7661.963703329945,0.0147028162592041,2.446529343702669,4.565471640973443,0.65,2.0,0.002,4.0,7.163622123949623,28.654488495798493,64.47259911554661,114.61795398319397,0.0005627157510840599,0.0002730881486903204,43,train,6.803551094160324,0.6373132979348575,0.36268670206514253,seen_off_resonance,7.163622123949623,13570.776945904336,6.6985320170899465,0.6373132979348575,0.36268670206514253
1.4883147737086313,0.0650708082796211,0.0066429689010941,214083584392.21332,7672.229835042098,0.0227380760660716,9.65964131259034,12.679956464697236,0.65,2.0,0.002,4.0,7.183444972835691,28.733779891342763,64.65100475552123,114.93511956537105,0.001959789354611508,0.0007165180941508348,44,train,8.928379253817235,1.7651637219532814,0.7651637219532814,seen_off_resonance,7.183444972835691,5027.59282209347,2.467941279677191,1.7651637219532814,0.7651637219532814
